

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Bulgaria",27,"Harvested irrigated temporary crop area: Maize",4348,2003,19.89,"E","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Maize",4348,2008,17.0,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Vegetables",4360,2008,20.2,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Soybeans",4371,2003,0.01,"E","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Sunflower",4373,2003,5.66,"E","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Sunflower",4373,2008,4.9,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Potatoes",4352,2003,4.31,"E","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Potatoes",4352,2008,3.7,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Leguminous crops",4359,2008,4.3,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Sugar beet",4358,2003,0.03,"E","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Fodder",4369,2003,3.15,"E","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Fodder",4369,2008,2.7,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Cotton",4367,2008,1.4,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Tobacco",4366,2008,7.0,"I","",""
"Bulgaria",27,"Harvested irrigated temporary crop area: Other crops",4377,2008,2.2,"I","[11]",""
"Bulgaria",27,"Harvested irrigated permanent crop area: Grapes",4523,2003,2.28,"E","",""
"Bulgaria",27,"Harvested irrigated permanent crop area: Other crops",4378,2003,3.52,"E","",""
"Bulgaria",27,"Harvested irrigated permanent crop area: Other crops",4378,2008,5.0,"I","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Rice",4346,1992,30.9,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Rice",4346,2002,9.47,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Rice",4346,2011,15.0,"I","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Maize",4348,2002,0.566,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Maize",4348,2011,2.73,"I","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Sorghum",4350,1992,4.0,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Other cereals",4351,2002,0.111,"","[12]",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Vegetables",4360,1992,5.48,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Vegetables",4360,1997,4.045,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Vegetables",4360,2002,4.045,"I","[13]",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Vegetables",4360,2011,10.0,"I","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Potatoes",4352,1997,0.061,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Potatoes",4352,2002,0.061,"I","[14]",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2011,3.724,"I","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Sugarcane",4357,1992,3.9,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Sugarcane",4357,1997,3.9,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Sugarcane",4357,2002,3.9,"I","[15]",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Sugarcane",4357,2011,3.9,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Tobacco",4366,1997,0.06,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Tobacco",4366,2002,0.061,"I","[16]",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Other crops",4377,1997,0.02,"","",""
"Burkina Faso",233,"Harvested irrigated temporary crop area: Other crops",4377,2002,0.02,"I","[17]",""
"Burkina Faso",233,"Harvested irrigated permanent crop area: Other fruits",4524,2011,2.29,"I","",""
"Burkina Faso",233,"Harvested irrigated permanent crop area: Other crops",4378,1992,1.45,"","",""
"Burundi",29,"Harvested irrigated temporary crop area: Rice",4346,2000,4.21,"","",""
"Burundi",29,"Harvested irrigated temporary crop area: Vegetables",4360,2000,0.8,"I","[18]",""
"Burundi",29,"Harvested irrigated temporary crop area: Vegetables",4360,2003,0.8,"I","",""
"Burundi",29,"Harvested irrigated temporary crop area: Sugarcane",4357,2000,1.45,"I","[19]",""
"Burundi",29,"Harvested irrigated temporary crop area: Sugarcane",4357,2003,1.45,"I","",""
"Burundi",29,"Harvested irrigated permanent crop area: Coffee",4364,1997,0.5,"","[20]",""
"Burundi",29,"Harvested irrigated permanent crop area: Coffee",4364,2000,0.5,"I","[21]",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Maize",4348,1985,0.1,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Vegetables",4360,1990,0.142,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Vegetables",4360,2004,0.875,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Potatoes",4352,2004,0.21,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Other roots and tubers",4355,1985,0.65,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Other roots and tubers",4355,1990,0.4,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Sugarcane",4357,1985,1.02,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Sugarcane",4357,1990,0.957,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Sugarcane",4357,2004,1.0,"","",""
"Cabo Verde",35,"Harvested irrigated temporary crop area: Flowers",4376,1985,0.29,"","",""
"Cabo Verde",35,"Harvested irrigated permanent crop area: Other crops",4378,1985,0.24,"","",""
"Cabo Verde",35,"Harvested irrigated permanent crop area: Other crops",4378,1990,0.147,"","",""
"Cambodia",115,"Harvested irrigated temporary crop area: Rice",4346,1993,313.0,"","",""
"Cambodia",115,"Harvested irrigated temporary crop area: Rice",4346,2006,373.3,"I","",""
"Cambodia",115,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,9.956,"I","",""
"Cambodia",115,"Harvested irrigated permanent crop area: Citrus",4362,2006,1.244,"I","",""
"Cameroon",32,"Harvested irrigated temporary crop area: Rice",4346,2000,20.39,"","",""
"Cameroon",32,"Harvested irrigated temporary crop area: Maize",4348,2000,7.546,"","",""
"Cameroon",32,"Harvested irrigated temporary crop area: Other crops",4377,2000,1.176,"","",""
"Cameroon",32,"Harvested irrigated permanent crop area: Bananas",4361,2000,5.43,"","",""
"Canada",33,"Harvested irrigated temporary crop area: Other cereals",4351,2010,465.4,"","",""
"Canada",33,"Harvested irrigated temporary crop area: Vegetables",4360,2010,36.42,"","",""
"Canada",33,"Harvested irrigated temporary crop area: Fodder",4369,2010,222.7,"","",""
"Canada",33,"Harvested irrigated temporary crop area: Other crops",4377,2010,13.7,"","",""
"Canada",33,"Harvested irrigated permanent crop area: Other fruits",4524,2010,31.97,"","",""
"Central African Republic",37,"Harvested irrigated temporary crop area: Rice",4346,1987,0.06,"I","",""
"Central African Republic",37,"Harvested irrigated temporary crop area: Vegetables",4360,1987,0.03,"I","",""
"Chad",39,"Harvested irrigated temporary crop area: Wheat",4345,2002,2.0,"K","",""
"Chad",39,"Harvested irrigated temporary crop area: Rice",4346,2002,10.0,"K","",""
"Chad",39,"Harvested irrigated temporary crop area: Maize",4348,2002,6.0,"K","",""
"Chad",39,"Harvested irrigated temporary crop area: Millet",4349,2002,3.0,"K","",""
"Chad",39,"Harvested irrigated temporary crop area: Vegetables",4360,2002,2.0,"K","",""
"Chad",39,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2002,0.05,"K","",""
"Chad",39,"Harvested irrigated temporary crop area: Sugarcane",4357,2002,3.754,"K","",""
"Chile",40,"Harvested irrigated temporary crop area: Wheat",4345,1996,111.7,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Wheat",4345,2007,48.24,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Rice",4346,1996,25.75,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Rice",4346,2007,21.58,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Barley",4347,2007,1.716,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Maize",4348,1996,83.67,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Maize",4348,2007,101.1,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Other cereals",4351,2007,8.429,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Vegetables",4360,1996,111.9,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Vegetables",4360,2007,103.5,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Potatoes",4352,1996,54.71,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Potatoes",4352,2007,21.84,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Leguminous crops",4359,2007,9.93,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Sugar beet",4358,1996,38.17,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Sugar beet",4358,2007,19.01,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Fodder",4369,1996,83.55,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Fodder",4369,2007,283.0,"I","",""
"Chile",40,"Harvested irrigated temporary crop area: Tobacco",4366,2007,2.737,"","",""
"Chile",40,"Harvested irrigated temporary crop area: Other crops",4377,2007,5.741,"","[22]",""
"Chile",40,"Harvested irrigated permanent crop area: Citrus",4362,2007,16.59,"","",""
"Chile",40,"Harvested irrigated permanent crop area: Grapes",4523,2007,104.2,"","",""
"Chile",40,"Harvested irrigated permanent crop area: Other fruits",4524,2007,246.2,"I","",""
"Chile",40,"Harvested irrigated permanent crop area: Grass and Fodder",4522,1996,83.55,"","",""
"Chile",40,"Harvested irrigated permanent crop area: Other crops",4378,1996,284.1,"","",""
"China",351,"Harvested irrigated temporary crop area: Wheat",4345,2006,22299.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Rice",4346,2006,29047.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Maize",4348,2006,12949.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Other cereals",4351,2006,1352.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Vegetables",4360,2006,9000.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Soybeans",4371,2006,3225.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Groundnuts",4372,2006,2088.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Sesame",4374,2006,255.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Sunflower",4373,2006,315.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2006,607.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Leguminous crops",4359,2006,185.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Sugar beet",4358,2006,193.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,500.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Cotton",4367,2006,2189.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Tobacco",4366,2006,400.0,"I","",""
"China",351,"Harvested irrigated temporary crop area: Other crops",4377,2006,6227.0,"I","",""
"China",351,"Harvested irrigated permanent crop area: Citrus",4362,2006,459.0,"I","",""
"China",351,"Harvested irrigated permanent crop area: Other crops",4378,2006,3000.0,"I","",""
"Colombia",44,"Harvested irrigated temporary crop area: Rice",4346,1994,71.81,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Rice",4346,2011,244.9,"","[23]",""
"Colombia",44,"Harvested irrigated temporary crop area: Sorghum",4350,1994,11.86,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Other cereals",4351,2011,34.8,"","[24]",""
"Colombia",44,"Harvested irrigated temporary crop area: Vegetables",4360,2011,26.77,"","[25]",""
"Colombia",44,"Harvested irrigated temporary crop area: Soybeans",4371,1994,7.771,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Potatoes",4352,2011,8.709,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Sugarcane",4357,2011,168.0,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Fodder",4369,1994,6.163,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Cotton",4367,1994,5.374,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Cotton",4367,2011,1.044,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Tobacco",4366,2011,2.451,"","",""
"Colombia",44,"Harvested irrigated temporary crop area: Other crops",4377,1994,6.523,"","",""
"Colombia",44,"Harvested irrigated permanent crop area: Plantains",4356,2011,1.6,"","",""
"Colombia",44,"Harvested irrigated permanent crop area: Bananas",4361,1994,5.804,"","",""
"Colombia",44,"Harvested irrigated permanent crop area: Other fruits",4524,2011,14.17,"","",""
"Colombia",44,"Harvested irrigated permanent crop area: Coffee",4364,2011,9.427,"","",""
"Colombia",44,"Harvested irrigated permanent crop area: Cocoa beans",4363,2011,12.08,"","",""
"Colombia",44,"Harvested irrigated permanent crop area: Other crops",4378,1994,9.38,"","",""
"Congo",46,"Harvested irrigated temporary crop area: Vegetables",4360,1993,0.434,"I","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Rice",4346,2013,61.33,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Maize",4348,2013,0.046,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Vegetables",4360,2013,1.001,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Potatoes",4352,2013,0.123,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2013,0.224,"","[26]",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Leguminous crops",4359,2013,0.014,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Sugarcane",4357,2013,17.68,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Fodder",4369,2013,2.703,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Cotton",4367,2013,0.025,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Flowers",4376,2013,0.658,"","",""
"Costa Rica",48,"Harvested irrigated temporary crop area: Other crops",4377,2013,0.2609,"","",""
"Costa Rica",48,"Harvested irrigated permanent crop area: Plantains",4356,2013,0.001,"","",""
"Costa Rica",48,"Harvested irrigated permanent crop area: Citrus",4362,2013,0.193,"","",""
"Costa Rica",48,"Harvested irrigated permanent crop area: Other fruits",4524,2013,15.0,"","[27]",""
"Costa Rica",48,"Harvested irrigated permanent crop area: Coffee",4364,2013,0.272,"","",""
"Costa Rica",48,"Harvested irrigated permanent crop area: Other crops",4378,2013,1.778,"","",""
"Côte d'Ivoire",107,"Harvested irrigated temporary crop area: Rice",4346,1994,1.75,"","",""
"Côte d'Ivoire",107,"Harvested irrigated temporary crop area: Rice",4346,2008,3.6,"I","",""
"Côte d'Ivoire",107,"Harvested irrigated temporary crop area: Vegetables",4360,2008,3.6,"I","",""
"Côte d'Ivoire",107,"Harvested irrigated temporary crop area: Sugarcane",4357,1995,18.12,"","",""
"Côte d'Ivoire",107,"Harvested irrigated temporary crop area: Sugarcane",4357,2008,12.0,"I","",""
"Côte d'Ivoire",107,"Harvested irrigated temporary crop area: Other crops",4377,1994,21.57,"","",""
"Côte d'Ivoire",107,"Harvested irrigated permanent crop area: Bananas",4361,2008,13.3,"I","",""
"Croatia",98,"Harvested irrigated temporary crop area: Maize",4348,2010,1.57,"E","",""
"Croatia",98,"Harvested irrigated temporary crop area: Other cereals",4351,2010,0.52,"E","",""
"Croatia",98,"Harvested irrigated temporary crop area: Vegetables",4360,2010,3.04,"E","",""
"Croatia",98,"Harvested irrigated temporary crop area: Potatoes",4352,2010,1.34,"E","",""
"Croatia",98,"Harvested irrigated temporary crop area: Leguminous crops",4359,2010,0.06,"E","",""
"Croatia",98,"Harvested irrigated temporary crop area: Sugar beet",4358,2010,0.24,"E","",""
"Croatia",98,"Harvested irrigated temporary crop area: Other crops",4377,2010,0.75,"E","",""
"Croatia",98,"Harvested irrigated permanent crop area: Citrus",4362,2010,1.49,"E","",""
"Croatia",98,"Harvested irrigated permanent crop area: Grapes",4523,2010,0.88,"E","",""
"Croatia",98,"Harvested irrigated permanent crop area: Olives",4525,2010,1.54,"E","",""
"Croatia",98,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2010,0.08,"E","",""
"Croatia",98,"Harvested irrigated permanent crop area: Other crops",4378,2010,2.75,"E","",""
"Cuba",49,"Harvested irrigated temporary crop area: Rice",4346,2007,33.2,"I","",""
"Cuba",49,"Harvested irrigated temporary crop area: Rice",4346,2012,202.7,"I","",""
"Cuba",49,"Harvested irrigated temporary crop area: Maize",4348,2007,10.1,"I","",""
